id,date,username,text,like_count,retweet_count,cleaned,sentiment,sentiment_label
717,2023-08-24,armylover,EXO still kings of KPOP 🔥,526,412,exo still kings of kpop 🔥,0.0,netral
718,2023-01-06,stayforever,SHINee forever kings #Shawol,479,41,shinee forever kings #shawol,0.0,netral
719,2023-03-14,blinkkpop,BLACKPINK just dropped a new MV 🔥 #KPOP,219,18,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
720,2023-08-05,vipfan,Twice performance is so powerful #ONCE,521,493,twice performance is so powerful #once,0.3,positif
721,2023-04-17,vipfan,BLACKPINK just dropped a new MV 🔥 #KPOP,638,458,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
722,2023-02-15,buddyfan,BIGBANG changed KPOP industry #VIP,572,316,bigbang changed kpop industry #vip,0.0,netral
723,2023-07-03,armyforever,NCT comeback soon! Can't wait 😍,145,293,nct comeback soon! can't wait 😍,0.0,netral
724,2023-10-13,fearless,Itzy charisma is no joke #MIDZY,434,439,itzy charisma is no joke #midzy,0.0,netral
725,2023-03-21,reveluv,Stray Kids are dominating the stage! #STAY,820,68,stray kids are dominating the stage! #stay,0.0,netral
726,2023-02-28,midzy,Stray Kids are dominating the stage! #STAY,984,158,stray kids are dominating the stage! #stay,0.0,netral
727,2023-04-17,blinkqueen,GFriend songs always touch my heart 💕,158,167,gfriend songs always touch my heart 💕,0.0,netral
728,2023-08-11,fearless,LE SSERAFIM slaying stages #FEARLESS,730,28,le sserafim slaying stages #fearless,0.0,netral
729,2023-06-23,oncefan,BTS paved the way #Army,950,121,bts paved the way #army,0.0,netral
730,2023-01-15,moaarmy,I love BTS so much! KPOP forever 💜,185,297,i love bts so much! kpop forever 💜,0.375,positif
731,2023-06-27,fearless,I love BTS so much! KPOP forever 💜,541,357,i love bts so much! kpop forever 💜,0.375,positif
732,2023-07-07,moaarmy,BLACKPINK just dropped a new MV 🔥 #KPOP,847,288,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
733,2023-02-02,armyblink,"Enhypen growing so fast, proud! #ENGENE",269,467,"enhypen growing so fast, proud! #engene",0.6,positif
734,2023-04-02,vipfan,Red Velvet vocals are insane 🎶 #ReVeluv,438,58,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
735,2023-08-16,vipfan,BTS paved the way #Army,981,275,bts paved the way #army,0.0,netral
736,2023-11-30,vipfan,BLACKPINK just dropped a new MV 🔥 #KPOP,332,47,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
737,2023-03-10,caratdiamond,Twice performance is so powerful #ONCE,439,30,twice performance is so powerful #once,0.3,positif
738,2023-06-15,reveluv,BLACKPINK just dropped a new MV 🔥 #KPOP,477,333,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
739,2023-01-11,oncefan,NCT comeback soon! Can't wait 😍,722,491,nct comeback soon! can't wait 😍,0.0,netral
740,2023-07-30,armylover,EXO still kings of KPOP 🔥,523,88,exo still kings of kpop 🔥,0.0,netral
741,2023-02-07,orbitluv,SHINee forever kings #Shawol,848,173,shinee forever kings #shawol,0.0,netral
742,2023-01-19,stayforever,BLACKPINK in your area! 💖,765,200,blackpink in your area! 💖,0.0,netral
743,2023-05-19,nctzenlife,Idle rising so strong #Neverland,403,296,idle rising so strong #neverland,0.43333333333333335,positif
744,2023-04-12,nctzenlife,Itzy charisma is no joke #MIDZY,349,17,itzy charisma is no joke #midzy,0.0,netral
745,2023-12-28,exolegend,NCT comeback soon! Can't wait 😍,686,258,nct comeback soon! can't wait 😍,0.0,netral
746,2023-02-06,armylover,EXO still kings of KPOP 🔥,140,238,exo still kings of kpop 🔥,0.0,netral
747,2023-02-21,exolegend,LOONA legends #Orbit,507,132,loona legends #orbit,0.0,netral
748,2023-09-15,engene,BTS x BLACKPINK collab dream? 😱,143,479,bts x blackpink collab dream? 😱,0.0,netral
749,2023-04-06,orbitluv,"Enhypen growing so fast, proud! #ENGENE",124,379,"enhypen growing so fast, proud! #engene",0.6,positif
750,2023-10-30,blinkqueen,Stray Kids are dominating the stage! #STAY,351,338,stray kids are dominating the stage! #stay,0.0,netral
751,2023-07-08,vipfan,GFriend songs always touch my heart 💕,835,185,gfriend songs always touch my heart 💕,0.0,netral
752,2023-02-01,blinkqueen,Idle rising so strong #Neverland,55,456,idle rising so strong #neverland,0.43333333333333335,positif
753,2023-01-25,blinkkpop,Idle rising so strong #Neverland,601,374,idle rising so strong #neverland,0.43333333333333335,positif
754,2023-05-07,blinkqueen,GFriend songs always touch my heart 💕,573,286,gfriend songs always touch my heart 💕,0.0,netral
755,2023-11-09,moaarmy,BLACKPINK in your area! 💖,426,231,blackpink in your area! 💖,0.0,netral
756,2023-04-05,nctzenlife,Twice performance is so powerful #ONCE,812,195,twice performance is so powerful #once,0.3,positif
757,2023-08-11,reveluv,BTS paved the way #Army,242,333,bts paved the way #army,0.0,netral
758,2023-06-04,exolegend,BTS x BLACKPINK collab dream? 😱,205,109,bts x blackpink collab dream? 😱,0.0,netral
759,2023-03-10,armyblink,LOONA legends #Orbit,541,10,loona legends #orbit,0.0,netral
760,2023-03-03,orbitluv,Seventeen world tour is amazing! #CARAT,796,460,seventeen world tour is amazing! #carat,0.7500000000000001,positif
761,2023-05-22,armyforever,TXT are the future of KPOP 💙,465,271,txt are the future of kpop 💙,0.0,netral
762,2023-09-21,vipfan,NCT comeback soon! Can't wait 😍,82,21,nct comeback soon! can't wait 😍,0.0,netral
763,2023-09-10,oncefan,Itzy charisma is no joke #MIDZY,583,442,itzy charisma is no joke #midzy,0.0,netral
764,2023-06-28,midzy,Itzy charisma is no joke #MIDZY,337,124,itzy charisma is no joke #midzy,0.0,netral
765,2023-02-16,moaarmy,NCT comeback soon! Can't wait 😍,55,260,nct comeback soon! can't wait 😍,0.0,netral
766,2023-10-14,shawol,Stray Kids are dominating the stage! #STAY,999,268,stray kids are dominating the stage! #stay,0.0,netral
767,2023-10-17,midzy,TXT are the future of KPOP 💙,74,173,txt are the future of kpop 💙,0.0,netral
768,2023-09-12,neverland,Red Velvet vocals are insane 🎶 #ReVeluv,920,391,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
769,2023-08-27,nctzenlife,GFriend songs always touch my heart 💕,730,220,gfriend songs always touch my heart 💕,0.0,netral
770,2023-06-22,orbitluv,NCT comeback soon! Can't wait 😍,839,106,nct comeback soon! can't wait 😍,0.0,netral
771,2023-12-31,armyblink,Red Velvet vocals are insane 🎶 #ReVeluv,459,201,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
772,2023-01-11,orbitluv,Idle rising so strong #Neverland,469,266,idle rising so strong #neverland,0.43333333333333335,positif
773,2023-07-12,armylover,BIGBANG changed KPOP industry #VIP,766,296,bigbang changed kpop industry #vip,0.0,netral
774,2023-12-01,armyblink,EXO still kings of KPOP 🔥,251,63,exo still kings of kpop 🔥,0.0,netral
775,2023-07-24,armylover,LE SSERAFIM slaying stages #FEARLESS,784,210,le sserafim slaying stages #fearless,0.0,netral
776,2023-05-25,armyblink,SHINee forever kings #Shawol,426,70,shinee forever kings #shawol,0.0,netral
777,2023-03-21,shawol,SHINee forever kings #Shawol,935,362,shinee forever kings #shawol,0.0,netral
778,2023-04-21,shawol,I love BTS so much! KPOP forever 💜,897,155,i love bts so much! kpop forever 💜,0.375,positif
779,2023-06-14,armyblink,BLACKPINK just dropped a new MV 🔥 #KPOP,791,274,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
780,2023-06-27,exolegend,BLACKPINK in your area! 💖,382,482,blackpink in your area! 💖,0.0,netral
781,2023-08-29,reveluv,Stray Kids are dominating the stage! #STAY,174,191,stray kids are dominating the stage! #stay,0.0,netral
782,2023-10-05,blinkqueen,Seventeen world tour is amazing! #CARAT,146,335,seventeen world tour is amazing! #carat,0.7500000000000001,positif
783,2023-08-20,oncefan,TXT are the future of KPOP 💙,868,498,txt are the future of kpop 💙,0.0,netral
784,2023-05-08,shawol,Stray Kids are dominating the stage! #STAY,467,62,stray kids are dominating the stage! #stay,0.0,netral
785,2023-10-11,vipfan,Seventeen world tour is amazing! #CARAT,115,20,seventeen world tour is amazing! #carat,0.7500000000000001,positif
786,2023-05-03,caratdiamond,Stray Kids are dominating the stage! #STAY,565,431,stray kids are dominating the stage! #stay,0.0,netral
787,2023-03-30,stayforever,Twice performance is so powerful #ONCE,514,137,twice performance is so powerful #once,0.3,positif
788,2023-02-15,blinkqueen,I love BTS so much! KPOP forever 💜,134,116,i love bts so much! kpop forever 💜,0.375,positif
789,2023-10-08,neverland,BIGBANG changed KPOP industry #VIP,879,11,bigbang changed kpop industry #vip,0.0,netral
790,2023-09-19,armylover,BIGBANG changed KPOP industry #VIP,627,499,bigbang changed kpop industry #vip,0.0,netral
791,2023-03-14,shawol,Itzy charisma is no joke #MIDZY,59,314,itzy charisma is no joke #midzy,0.0,netral
792,2023-01-15,midzy,BLACKPINK in your area! 💖,766,289,blackpink in your area! 💖,0.0,netral
793,2023-07-15,caratdiamond,Twice performance is so powerful #ONCE,218,249,twice performance is so powerful #once,0.3,positif
794,2023-06-02,armylover,Red Velvet vocals are insane 🎶 #ReVeluv,338,102,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
795,2023-10-02,buddyfan,BIGBANG changed KPOP industry #VIP,284,184,bigbang changed kpop industry #vip,0.0,netral
796,2023-04-16,oncefan,BLACKPINK in your area! 💖,346,29,blackpink in your area! 💖,0.0,netral
797,2023-09-25,armyblink,"Enhypen growing so fast, proud! #ENGENE",267,155,"enhypen growing so fast, proud! #engene",0.6,positif
798,2023-12-04,exolegend,GFriend songs always touch my heart 💕,857,270,gfriend songs always touch my heart 💕,0.0,netral
799,2023-11-10,fearless,LE SSERAFIM slaying stages #FEARLESS,736,406,le sserafim slaying stages #fearless,0.0,netral
800,2023-02-05,stayforever,Red Velvet vocals are insane 🎶 #ReVeluv,974,391,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
801,2023-07-08,reveluv,Red Velvet vocals are insane 🎶 #ReVeluv,875,239,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
802,2023-03-23,midzy,BTS paved the way #Army,602,279,bts paved the way #army,0.0,netral
803,2023-04-16,engene,SHINee forever kings #Shawol,266,330,shinee forever kings #shawol,0.0,netral
804,2023-06-23,armyblink,Seventeen world tour is amazing! #CARAT,179,198,seventeen world tour is amazing! #carat,0.7500000000000001,positif
805,2023-10-23,armylover,BTS paved the way #Army,339,127,bts paved the way #army,0.0,netral
806,2023-08-14,oncefan,SHINee forever kings #Shawol,855,50,shinee forever kings #shawol,0.0,netral
807,2023-11-06,stayforever,SHINee forever kings #Shawol,955,324,shinee forever kings #shawol,0.0,netral
808,2023-07-26,fearless,SHINee forever kings #Shawol,985,212,shinee forever kings #shawol,0.0,netral
809,2023-02-26,blinkkpop,BLACKPINK just dropped a new MV 🔥 #KPOP,64,50,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
810,2023-09-22,armyforever,Itzy charisma is no joke #MIDZY,397,111,itzy charisma is no joke #midzy,0.0,netral
811,2023-05-31,neverland,BTS paved the way #Army,315,145,bts paved the way #army,0.0,netral
812,2023-07-07,fearless,I love BTS so much! KPOP forever 💜,815,55,i love bts so much! kpop forever 💜,0.375,positif
813,2023-01-20,orbitluv,Red Velvet vocals are insane 🎶 #ReVeluv,465,101,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
814,2023-05-27,armyforever,LE SSERAFIM slaying stages #FEARLESS,142,198,le sserafim slaying stages #fearless,0.0,netral
815,2023-08-19,fearless,BLACKPINK just dropped a new MV 🔥 #KPOP,864,370,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
816,2023-06-03,stayforever,SHINee forever kings #Shawol,907,447,shinee forever kings #shawol,0.0,netral
817,2023-09-22,shawol,"Enhypen growing so fast, proud! #ENGENE",519,402,"enhypen growing so fast, proud! #engene",0.6,positif
818,2023-07-05,nctzenlife,BIGBANG changed KPOP industry #VIP,885,57,bigbang changed kpop industry #vip,0.0,netral
819,2023-03-17,stayforever,Red Velvet vocals are insane 🎶 #ReVeluv,168,272,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
820,2023-07-25,stayforever,SHINee forever kings #Shawol,505,484,shinee forever kings #shawol,0.0,netral
821,2023-09-14,blinkqueen,NCT comeback soon! Can't wait 😍,806,41,nct comeback soon! can't wait 😍,0.0,netral
822,2023-02-10,armylover,Itzy charisma is no joke #MIDZY,678,124,itzy charisma is no joke #midzy,0.0,netral
823,2023-09-30,engene,Seventeen world tour is amazing! #CARAT,542,328,seventeen world tour is amazing! #carat,0.7500000000000001,positif
824,2023-09-20,orbitluv,SHINee forever kings #Shawol,838,312,shinee forever kings #shawol,0.0,netral
825,2023-08-30,armyforever,NCT comeback soon! Can't wait 😍,540,270,nct comeback soon! can't wait 😍,0.0,netral
826,2023-05-08,moaarmy,BTS x BLACKPINK collab dream? 😱,233,362,bts x blackpink collab dream? 😱,0.0,netral
827,2023-02-22,stayforever,BLACKPINK just dropped a new MV 🔥 #KPOP,499,252,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
828,2023-09-20,buddyfan,Idle rising so strong #Neverland,972,472,idle rising so strong #neverland,0.43333333333333335,positif
829,2023-12-14,orbitluv,SHINee forever kings #Shawol,130,400,shinee forever kings #shawol,0.0,netral
830,2023-04-03,blinkkpop,BTS x BLACKPINK collab dream? 😱,293,306,bts x blackpink collab dream? 😱,0.0,netral
831,2023-02-21,armyforever,Idle rising so strong #Neverland,819,356,idle rising so strong #neverland,0.43333333333333335,positif
832,2023-09-29,armyblink,GFriend songs always touch my heart 💕,350,345,gfriend songs always touch my heart 💕,0.0,netral
833,2023-11-26,blinkkpop,BLACKPINK in your area! 💖,834,87,blackpink in your area! 💖,0.0,netral
834,2023-03-02,buddyfan,LE SSERAFIM slaying stages #FEARLESS,132,118,le sserafim slaying stages #fearless,0.0,netral
835,2023-01-09,moaarmy,SHINee forever kings #Shawol,330,458,shinee forever kings #shawol,0.0,netral
836,2023-01-04,exolegend,GFriend songs always touch my heart 💕,611,274,gfriend songs always touch my heart 💕,0.0,netral
837,2023-01-16,moaarmy,Twice performance is so powerful #ONCE,762,342,twice performance is so powerful #once,0.3,positif
838,2023-11-05,armyblink,Stray Kids are dominating the stage! #STAY,590,32,stray kids are dominating the stage! #stay,0.0,netral
839,2023-08-29,nctzenlife,GFriend songs always touch my heart 💕,358,156,gfriend songs always touch my heart 💕,0.0,netral
840,2023-12-28,caratdiamond,GFriend songs always touch my heart 💕,323,11,gfriend songs always touch my heart 💕,0.0,netral
841,2023-05-06,orbitluv,LOONA legends #Orbit,753,453,loona legends #orbit,0.0,netral
842,2023-02-07,neverland,Red Velvet vocals are insane 🎶 #ReVeluv,945,402,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
843,2023-03-22,shawol,EXO still kings of KPOP 🔥,717,359,exo still kings of kpop 🔥,0.0,netral
844,2023-02-27,vipfan,NCT comeback soon! Can't wait 😍,779,88,nct comeback soon! can't wait 😍,0.0,netral
845,2023-06-13,vipfan,BTS x BLACKPINK collab dream? 😱,876,317,bts x blackpink collab dream? 😱,0.0,netral
846,2023-10-09,reveluv,BLACKPINK in your area! 💖,975,465,blackpink in your area! 💖,0.0,netral
847,2023-10-31,fearless,Stray Kids are dominating the stage! #STAY,69,123,stray kids are dominating the stage! #stay,0.0,netral
848,2023-12-23,armyblink,Stray Kids are dominating the stage! #STAY,883,359,stray kids are dominating the stage! #stay,0.0,netral
849,2023-03-19,neverland,LE SSERAFIM slaying stages #FEARLESS,194,51,le sserafim slaying stages #fearless,0.0,netral
850,2023-04-03,engene,BLACKPINK just dropped a new MV 🔥 #KPOP,275,165,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
851,2023-01-25,armyforever,LOONA legends #Orbit,350,153,loona legends #orbit,0.0,netral
852,2023-03-29,armyforever,Itzy charisma is no joke #MIDZY,172,188,itzy charisma is no joke #midzy,0.0,netral
853,2023-05-10,neverland,"Enhypen growing so fast, proud! #ENGENE",992,27,"enhypen growing so fast, proud! #engene",0.6,positif
854,2023-08-13,armyblink,"Enhypen growing so fast, proud! #ENGENE",547,169,"enhypen growing so fast, proud! #engene",0.6,positif
855,2023-03-27,midzy,NCT comeback soon! Can't wait 😍,316,380,nct comeback soon! can't wait 😍,0.0,netral
856,2023-03-08,stayforever,BTS x BLACKPINK collab dream? 😱,788,277,bts x blackpink collab dream? 😱,0.0,netral
857,2023-01-08,armyblink,GFriend songs always touch my heart 💕,955,367,gfriend songs always touch my heart 💕,0.0,netral
858,2023-04-27,stayforever,"Enhypen growing so fast, proud! #ENGENE",238,116,"enhypen growing so fast, proud! #engene",0.6,positif
859,2023-10-10,fearless,LOONA legends #Orbit,313,449,loona legends #orbit,0.0,netral
860,2023-06-28,reveluv,TXT are the future of KPOP 💙,514,250,txt are the future of kpop 💙,0.0,netral
861,2023-06-18,armyforever,SHINee forever kings #Shawol,866,132,shinee forever kings #shawol,0.0,netral
862,2023-03-02,midzy,"Enhypen growing so fast, proud! #ENGENE",715,144,"enhypen growing so fast, proud! #engene",0.6,positif
863,2023-08-25,armyblink,Red Velvet vocals are insane 🎶 #ReVeluv,470,181,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
864,2023-11-19,orbitluv,Seventeen world tour is amazing! #CARAT,478,479,seventeen world tour is amazing! #carat,0.7500000000000001,positif
865,2023-02-21,blinkkpop,BIGBANG changed KPOP industry #VIP,555,31,bigbang changed kpop industry #vip,0.0,netral
866,2023-07-12,shawol,Red Velvet vocals are insane 🎶 #ReVeluv,511,79,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
867,2023-04-20,fearless,I love BTS so much! KPOP forever 💜,903,335,i love bts so much! kpop forever 💜,0.375,positif
868,2023-12-18,neverland,GFriend songs always touch my heart 💕,284,451,gfriend songs always touch my heart 💕,0.0,netral
869,2023-03-28,vipfan,BTS x BLACKPINK collab dream? 😱,364,194,bts x blackpink collab dream? 😱,0.0,netral
870,2023-03-06,orbitluv,BTS x BLACKPINK collab dream? 😱,569,186,bts x blackpink collab dream? 😱,0.0,netral
871,2023-05-27,moaarmy,EXO still kings of KPOP 🔥,950,408,exo still kings of kpop 🔥,0.0,netral
872,2023-06-03,caratdiamond,BIGBANG changed KPOP industry #VIP,795,294,bigbang changed kpop industry #vip,0.0,netral
873,2023-04-26,shawol,BTS x BLACKPINK collab dream? 😱,557,332,bts x blackpink collab dream? 😱,0.0,netral
874,2023-10-04,fearless,GFriend songs always touch my heart 💕,110,330,gfriend songs always touch my heart 💕,0.0,netral
875,2023-09-14,armyforever,BLACKPINK just dropped a new MV 🔥 #KPOP,406,295,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
876,2023-03-23,blinkkpop,BLACKPINK just dropped a new MV 🔥 #KPOP,215,475,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
877,2023-10-09,midzy,BTS paved the way #Army,608,177,bts paved the way #army,0.0,netral
878,2023-01-17,armylover,BLACKPINK in your area! 💖,266,124,blackpink in your area! 💖,0.0,netral
879,2023-01-20,blinkkpop,Idle rising so strong #Neverland,699,133,idle rising so strong #neverland,0.43333333333333335,positif
880,2023-12-27,armyblink,NCT comeback soon! Can't wait 😍,571,36,nct comeback soon! can't wait 😍,0.0,netral
881,2023-02-07,oncefan,Twice performance is so powerful #ONCE,945,220,twice performance is so powerful #once,0.3,positif
882,2023-02-21,nctzenlife,LOONA legends #Orbit,287,358,loona legends #orbit,0.0,netral
883,2023-02-01,fearless,BTS paved the way #Army,95,116,bts paved the way #army,0.0,netral
884,2023-05-15,neverland,SHINee forever kings #Shawol,434,447,shinee forever kings #shawol,0.0,netral
885,2023-01-11,armyblink,BLACKPINK just dropped a new MV 🔥 #KPOP,963,391,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
886,2023-12-21,blinkkpop,BLACKPINK just dropped a new MV 🔥 #KPOP,877,320,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
887,2023-09-11,orbitluv,"Enhypen growing so fast, proud! #ENGENE",904,386,"enhypen growing so fast, proud! #engene",0.6,positif
888,2023-08-15,neverland,I love BTS so much! KPOP forever 💜,449,217,i love bts so much! kpop forever 💜,0.375,positif
889,2023-04-22,oncefan,Red Velvet vocals are insane 🎶 #ReVeluv,464,89,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
890,2023-07-25,blinkkpop,Itzy charisma is no joke #MIDZY,254,102,itzy charisma is no joke #midzy,0.0,netral
891,2023-02-09,exolegend,BTS x BLACKPINK collab dream? 😱,105,88,bts x blackpink collab dream? 😱,0.0,netral
892,2023-04-04,buddyfan,Seventeen world tour is amazing! #CARAT,984,199,seventeen world tour is amazing! #carat,0.7500000000000001,positif
893,2023-06-09,reveluv,Seventeen world tour is amazing! #CARAT,142,487,seventeen world tour is amazing! #carat,0.7500000000000001,positif
894,2023-05-14,nctzenlife,NCT comeback soon! Can't wait 😍,942,133,nct comeback soon! can't wait 😍,0.0,netral
895,2023-10-26,armyblink,I love BTS so much! KPOP forever 💜,338,330,i love bts so much! kpop forever 💜,0.375,positif
896,2023-05-20,buddyfan,"Enhypen growing so fast, proud! #ENGENE",795,88,"enhypen growing so fast, proud! #engene",0.6,positif
897,2023-05-10,neverland,NCT comeback soon! Can't wait 😍,345,281,nct comeback soon! can't wait 😍,0.0,netral
898,2023-05-15,blinkqueen,GFriend songs always touch my heart 💕,710,64,gfriend songs always touch my heart 💕,0.0,netral
899,2023-06-18,blinkqueen,"Enhypen growing so fast, proud! #ENGENE",439,26,"enhypen growing so fast, proud! #engene",0.6,positif
900,2023-09-09,armyforever,LOONA legends #Orbit,550,302,loona legends #orbit,0.0,netral
901,2023-05-24,armyforever,I love BTS so much! KPOP forever 💜,228,65,i love bts so much! kpop forever 💜,0.375,positif
902,2023-06-17,buddyfan,BLACKPINK just dropped a new MV 🔥 #KPOP,202,283,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
903,2023-06-21,armyforever,BLACKPINK in your area! 💖,731,66,blackpink in your area! 💖,0.0,netral
904,2023-12-22,armyblink,Itzy charisma is no joke #MIDZY,230,157,itzy charisma is no joke #midzy,0.0,netral
905,2023-04-04,fearless,LE SSERAFIM slaying stages #FEARLESS,123,416,le sserafim slaying stages #fearless,0.0,netral
906,2023-04-11,shawol,I love BTS so much! KPOP forever 💜,913,59,i love bts so much! kpop forever 💜,0.375,positif
907,2023-09-23,oncefan,Itzy charisma is no joke #MIDZY,56,62,itzy charisma is no joke #midzy,0.0,netral
908,2023-08-31,caratdiamond,Red Velvet vocals are insane 🎶 #ReVeluv,198,193,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
909,2023-07-08,vipfan,Stray Kids are dominating the stage! #STAY,672,173,stray kids are dominating the stage! #stay,0.0,netral
910,2023-12-31,armyblink,LE SSERAFIM slaying stages #FEARLESS,482,386,le sserafim slaying stages #fearless,0.0,netral
911,2023-05-14,engene,Itzy charisma is no joke #MIDZY,582,382,itzy charisma is no joke #midzy,0.0,netral
912,2023-04-14,armyblink,SHINee forever kings #Shawol,104,339,shinee forever kings #shawol,0.0,netral
913,2023-09-23,reveluv,BTS x BLACKPINK collab dream? 😱,616,167,bts x blackpink collab dream? 😱,0.0,netral
914,2023-02-14,midzy,GFriend songs always touch my heart 💕,585,277,gfriend songs always touch my heart 💕,0.0,netral
915,2023-12-13,neverland,Itzy charisma is no joke #MIDZY,345,499,itzy charisma is no joke #midzy,0.0,netral
916,2023-05-25,oncefan,EXO still kings of KPOP 🔥,461,20,exo still kings of kpop 🔥,0.0,netral
917,2023-02-12,armyforever,Itzy charisma is no joke #MIDZY,992,297,itzy charisma is no joke #midzy,0.0,netral
918,2023-04-25,armylover,"Enhypen growing so fast, proud! #ENGENE",849,11,"enhypen growing so fast, proud! #engene",0.6,positif
919,2023-09-18,vipfan,Twice performance is so powerful #ONCE,661,421,twice performance is so powerful #once,0.3,positif
920,2023-01-17,neverland,Itzy charisma is no joke #MIDZY,291,100,itzy charisma is no joke #midzy,0.0,netral
921,2023-03-28,armyblink,SHINee forever kings #Shawol,514,29,shinee forever kings #shawol,0.0,netral
922,2023-05-24,oncefan,EXO still kings of KPOP 🔥,127,279,exo still kings of kpop 🔥,0.0,netral
923,2023-04-15,midzy,EXO still kings of KPOP 🔥,426,269,exo still kings of kpop 🔥,0.0,netral
924,2023-12-15,stayforever,Seventeen world tour is amazing! #CARAT,680,463,seventeen world tour is amazing! #carat,0.7500000000000001,positif
925,2023-05-16,blinkqueen,LE SSERAFIM slaying stages #FEARLESS,460,24,le sserafim slaying stages #fearless,0.0,netral
926,2023-11-10,armyblink,Twice performance is so powerful #ONCE,636,209,twice performance is so powerful #once,0.3,positif
927,2023-04-25,armyblink,BIGBANG changed KPOP industry #VIP,153,396,bigbang changed kpop industry #vip,0.0,netral
928,2023-04-27,stayforever,I love BTS so much! KPOP forever 💜,523,480,i love bts so much! kpop forever 💜,0.375,positif
929,2023-06-08,midzy,Itzy charisma is no joke #MIDZY,516,71,itzy charisma is no joke #midzy,0.0,netral
930,2023-03-29,shawol,Twice performance is so powerful #ONCE,68,34,twice performance is so powerful #once,0.3,positif
931,2023-11-05,armylover,Idle rising so strong #Neverland,318,354,idle rising so strong #neverland,0.43333333333333335,positif
932,2023-09-15,shawol,"Enhypen growing so fast, proud! #ENGENE",480,101,"enhypen growing so fast, proud! #engene",0.6,positif
933,2023-09-25,fearless,EXO still kings of KPOP 🔥,716,439,exo still kings of kpop 🔥,0.0,netral
934,2023-03-05,nctzenlife,GFriend songs always touch my heart 💕,793,325,gfriend songs always touch my heart 💕,0.0,netral
935,2023-01-23,blinkkpop,"Enhypen growing so fast, proud! #ENGENE",596,229,"enhypen growing so fast, proud! #engene",0.6,positif
936,2023-05-29,blinkqueen,BLACKPINK in your area! 💖,843,136,blackpink in your area! 💖,0.0,netral
937,2023-07-03,engene,NCT comeback soon! Can't wait 😍,321,346,nct comeback soon! can't wait 😍,0.0,netral
938,2023-08-22,blinkkpop,BTS paved the way #Army,912,12,bts paved the way #army,0.0,netral
939,2023-06-18,armyforever,Idle rising so strong #Neverland,621,19,idle rising so strong #neverland,0.43333333333333335,positif
940,2023-12-18,reveluv,Red Velvet vocals are insane 🎶 #ReVeluv,117,308,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
941,2023-01-26,exolegend,"Enhypen growing so fast, proud! #ENGENE",56,42,"enhypen growing so fast, proud! #engene",0.6,positif
942,2023-01-28,blinkkpop,LE SSERAFIM slaying stages #FEARLESS,445,303,le sserafim slaying stages #fearless,0.0,netral
943,2023-04-19,blinkqueen,Red Velvet vocals are insane 🎶 #ReVeluv,471,393,red velvet vocals are insane 🎶 #reveluv,-0.5,negatif
944,2023-08-04,armylover,LOONA legends #Orbit,346,385,loona legends #orbit,0.0,netral
945,2023-02-13,moaarmy,BIGBANG changed KPOP industry #VIP,367,15,bigbang changed kpop industry #vip,0.0,netral
946,2023-05-29,orbitluv,LOONA legends #Orbit,268,353,loona legends #orbit,0.0,netral
947,2023-07-20,buddyfan,TXT are the future of KPOP 💙,980,312,txt are the future of kpop 💙,0.0,netral
948,2023-06-19,armylover,SHINee forever kings #Shawol,364,52,shinee forever kings #shawol,0.0,netral
949,2023-04-28,engene,BIGBANG changed KPOP industry #VIP,479,331,bigbang changed kpop industry #vip,0.0,netral
950,2023-04-23,stayforever,EXO still kings of KPOP 🔥,449,91,exo still kings of kpop 🔥,0.0,netral
951,2023-10-04,neverland,NCT comeback soon! Can't wait 😍,440,295,nct comeback soon! can't wait 😍,0.0,netral
